EmployeeID,Age,Gender,EducationLevel,Department,JobRole,OfficeLocation,YearsAtCompany,TotalWorkingYears,MonthlyIncomeUSD,TrainingHoursLastYear,ProjectsCompletedLastCycle,LastPerformanceRating,SatisfactionScore,WorkLifeBalanceScore,OverTimeHoursLastMonth,PromotionLast2Years,AvgDailyCommuteTimeMin,TechnicalSkillScore,SoftSkillScore,EngagementSurveyScore,NumDirectReports,PerformanceScoreOutOf100,LeftCompanyWithinYear
EMP0371,43,Male,PhD,Finance,Associate,HQ-CityA,7,18,7424,73,2,3,3.0,4,3,0,,73,54,4.0,0,53,0
EMP0372,59,Female,Bachelor's,HR,Analyst,HQ-CityA,35,40,9854,82,0,3,1.0,1,14,0,40.0,53,87,4.1,0,47,1
EMP0373,38,Female,Master's,Finance,Associate,Branch-CityC,17,23,8959,175,1,4,1.0,2,24,0,27.0,82,96,2.7,0,53,1
EMP0374,59,Female,High School,Sales,Engineer,HQ-CityA,28,34,8836,158,4,4,4.0,4,16,0,43.0,92,59,4.2,0,54,0
EMP0375,43,Male,Bachelor's,Engineering,Engineer,HQ-CityA,20,26,7754,17,2,2,1.0,3,1,1,4.0,90,82,4.1,0,49,1
EMP0376,56,Other,Master's,Operations,Specialist,Remote,20,30,8193,118,1,3,3.0,3,18,0,0.0,68,86,3.2,0,52,0
EMP0377,55,Female,PhD,Finance,Analyst,HQ-CityA,6,8,6105,82,3,3,2.0,3,39,0,41.0,58,75,3.2,0,44,0
EMP0378,28,Male,Bachelor's,Marketing,Manager,HQ-CityA,5,11,4743,183,6,3,4.0,3,11,0,30.0,46,95,2.5,7,39,0
EMP0379,28,Male,Bachelor's,Marketing,Director,Remote,6,8,5965,131,2,4,3.0,2,8,0,0.0,40,72,4.7,7,29,0
EMP0380,36,Female,Bachelor's,Engineering,Manager,Branch-CityB,2,3,4700,32,1,3,4.0,3,24,1,26.0,54,59,4.7,8,38,0
EMP0381,56,Female,Master's,Sales,Associate,Branch-CityB,4,16,7075,64,4,3,2.0,2,9,0,46.0,51,98,2.6,0,41,0
EMP0382,41,Male,Bachelor's,Marketing,Engineer,HQ-CityA,4,7,5179,115,3,3,4.0,2,4,1,38.0,60,78,4.9,0,33,0
EMP0383,48,Female,Bachelor's,HR,Senior Engineer,Remote,18,22,8061,41,1,4,2.0,3,28,0,0.0,62,64,3.3,0,38,0
EMP0384,44,Male,High School,Finance,Associate,HQ-CityA,5,5,6959,146,7,3,3.0,2,9,0,32.0,45,56,2.5,0,29,0
EMP0385,51,Female,High School,Sales,Engineer,Remote,10,18,7118,69,1,2,4.0,1,11,0,0.0,75,53,3.9,0,40,0
EMP0386,55,Female,Master's,Operations,Engineer,Remote,24,35,8816,148,1,1,4.0,4,7,0,0.0,87,76,3.0,0,46,0
EMP0387,34,Female,Bachelor's,Finance,Senior Engineer,Branch-CityB,5,12,6052,33,2,3,3.0,2,10,0,63.0,42,71,3.3,0,33,0
EMP0388,39,Female,PhD,HR,Manager,Branch-CityC,6,13,6967,174,5,2,2.0,3,35,0,34.0,62,85,3.4,7,51,0
EMP0389,47,Male,Bachelor's,Engineering,Director,Branch-CityC,15,17,7293,152,4,3,3.0,4,11,0,31.0,51,55,2.9,9,37,0
EMP0390,52,Male,Bachelor's,Engineering,Specialist,HQ-CityA,28,37,9581,128,2,4,3.0,2,31,0,46.0,83,95,3.2,0,60,0
EMP0391,38,Female,Master's,Operations,Specialist,HQ-CityA,13,15,6424,181,4,5,3.0,3,8,0,11.0,47,62,2.8,0,23,0
EMP0392,55,Female,Bachelor's,Finance,Specialist,Remote,30,39,9545,105,3,4,,3,7,0,0.0,80,62,4.6,0,49,0
EMP0393,57,Female,High School,Engineering,Associate,HQ-CityA,3,3,5060,83,0,4,3.0,2,13,0,5.0,76,78,4.2,0,52,0
EMP0394,38,Female,Master's,Engineering,Specialist,Remote,6,13,5641,192,4,3,2.0,3,5,0,0.0,76,65,3.3,0,45,0
EMP0395,22,Male,Bachelor's,Marketing,Specialist,HQ-CityA,0,2,5136,11,2,2,4.0,4,4,1,5.0,95,75,3.5,0,48,0
EMP0396,32,Female,Bachelor's,Finance,Director,Remote,9,18,6726,186,3,3,3.0,3,21,0,0.0,47,75,4.5,8,36,0
EMP0397,41,Female,Bachelor's,Engineering,Engineer,Branch-CityB,11,20,6845,113,4,3,4.0,3,17,0,24.0,94,64,3.4,0,51,0
EMP0398,38,Male,Bachelor's,Operations,Director,Remote,15,29,9883,117,2,5,,3,17,0,0.0,71,85,4.7,9,47,0
EMP0399,49,Female,Bachelor's,Operations,Associate,Branch-CityB,22,31,9456,98,4,3,4.0,1,19,0,50.0,44,71,2.6,0,38,0
EMP0400,49,Male,High School,Finance,Specialist,HQ-CityA,8,16,6977,11,0,4,2.0,3,22,1,25.0,48,54,3.6,0,34,0
EMP0401,28,Female,High School,Engineering,Specialist,Branch-CityC,5,11,6115,119,3,2,3.0,3,9,0,59.0,60,83,3.3,0,43,0
EMP0402,55,Female,Bachelor's,Operations,Senior Engineer,Branch-CityC,15,22,8347,60,3,3,3.0,3,10,1,,51,53,4.0,0,43,0
EMP0403,53,Female,Bachelor's,Engineering,Analyst,Remote,7,13,5460,198,4,3,4.0,2,13,0,0.0,89,51,4.4,0,47,0
EMP0404,46,Male,Bachelor's,HR,Associate,Branch-CityC,11,18,8114,153,1,2,3.0,4,45,1,63.0,81,89,3.1,0,58,0
EMP0405,53,Male,Bachelor's,HR,Engineer,Branch-CityC,11,22,7335,184,2,3,3.0,3,7,0,36.0,74,81,4.3,0,49,0
EMP0406,27,Male,High School,Finance,Analyst,HQ-CityA,2,14,5801,88,2,3,3.0,1,46,1,58.0,46,80,4.6,0,36,0
EMP0407,24,Male,Master's,Marketing,Associate,Branch-CityC,2,7,5527,54,3,4,3.0,4,26,0,49.0,41,94,2.8,0,53,0
EMP0408,46,Female,Bachelor's,Finance,Associate,Remote,20,34,10274,191,4,4,4.0,3,23,0,0.0,50,79,3.7,0,36,0
EMP0409,59,Female,Bachelor's,Operations,Senior Engineer,Remote,26,34,9721,128,3,4,3.0,4,5,0,0.0,81,76,4.3,0,60,0
EMP0410,50,Male,PhD,Operations,Director,HQ-CityA,29,30,8662,18,7,4,3.0,3,10,0,30.0,44,99,3.1,5,45,0
EMP0411,50,Female,Bachelor's,HR,Manager,Remote,3,10,5826,180,4,5,1.0,3,12,0,0.0,59,56,4.7,5,44,1
EMP0412,54,Female,Master's,Operations,Director,Branch-CityB,4,6,6582,85,4,3,3.0,1,33,0,41.0,54,82,3.3,5,44,0
EMP0413,53,Male,Bachelor's,Sales,Specialist,HQ-CityA,10,18,7417,116,1,2,2.0,2,6,0,18.0,70,91,4.6,0,46,0
EMP0414,28,Female,Bachelor's,Engineering,Specialist,HQ-CityA,7,15,6530,8,2,3,3.0,3,12,1,29.0,86,80,4.9,0,57,0
EMP0415,43,Female,Master's,Finance,Associate,HQ-CityA,3,16,7644,72,4,3,2.0,1,9,0,82.0,81,53,3.5,0,38,0
EMP0416,51,Male,Bachelor's,Engineering,Analyst,Branch-CityC,1,10,5951,42,1,2,3.0,3,72,0,7.0,77,70,3.2,0,50,1
EMP0417,34,Male,Master's,Engineering,Specialist,Remote,6,13,6996,137,6,3,2.0,4,3,0,0.0,80,75,4.5,0,49,0
EMP0418,47,Male,Master's,Operations,Senior Engineer,Remote,20,24,6865,28,3,3,2.0,1,19,0,0.0,59,90,3.3,0,54,0
EMP0419,22,Male,Master's,Operations,Engineer,Remote,0,2,4839,133,5,4,3.0,3,18,0,0.0,43,71,4.9,0,33,0
EMP0420,41,Female,Bachelor's,Sales,Engineer,Branch-CityB,10,15,6873,180,1,3,4.0,4,5,0,21.0,54,70,4.1,0,36,0
EMP0421,23,Male,Bachelor's,Engineering,Analyst,Branch-CityB,2,5,4681,80,2,3,2.0,2,18,0,22.0,66,79,4.5,0,41,0
EMP0422,51,Female,High School,Marketing,Specialist,Branch-CityC,16,19,6957,42,4,4,4.0,2,12,0,20.0,45,51,3.2,0,30,0
EMP0423,56,Male,Bachelor's,HR,Director,HQ-CityA,12,13,6547,132,3,4,2.0,3,8,0,44.0,73,62,3.8,6,43,0
EMP0424,26,Male,PhD,Sales,Senior Engineer,Branch-CityB,5,18,7226,132,4,4,4.0,2,28,0,40.0,78,95,4.6,0,56,0
EMP0425,33,Female,Bachelor's,Sales,Engineer,Remote,6,9,5422,70,0,4,2.0,3,12,0,0.0,42,62,2.7,0,30,1
EMP0426,43,Male,Bachelor's,Sales,Director,Branch-CityC,17,18,7458,36,2,1,1.0,4,14,0,53.0,61,95,4.9,3,47,1
EMP0427,33,Male,Bachelor's,Operations,Director,Branch-CityC,9,15,6349,98,3,2,4.0,2,14,0,23.0,95,95,3.6,4,53,0
EMP0428,58,Female,PhD,Marketing,Specialist,Branch-CityC,18,20,8080,182,1,4,2.0,2,14,0,16.0,66,95,3.9,0,59,0
EMP0429,40,Female,Master's,Operations,Associate,HQ-CityA,0,13,6354,79,2,3,1.0,2,34,0,55.0,60,66,3.1,0,39,1
EMP0430,54,Female,Bachelor's,Finance,Director,HQ-CityA,27,29,9204,129,1,3,3.0,3,7,0,57.0,68,94,2.7,6,51,0
EMP0431,36,Female,Master's,Engineering,Engineer,HQ-CityA,10,10,5565,76,1,3,2.0,3,16,0,27.0,81,70,3.5,0,49,0
EMP0432,27,Male,Master's,Sales,Senior Engineer,Branch-CityB,2,8,5714,113,5,2,1.0,1,33,0,52.0,92,54,2.9,0,43,1
EMP0433,53,Male,Bachelor's,HR,Engineer,Branch-CityC,30,34,9071,71,3,2,3.0,3,4,0,29.0,91,61,4.4,0,49,0
EMP0434,30,Female,PhD,Engineering,Senior Engineer,Branch-CityB,4,17,6463,175,2,4,3.0,2,9,0,21.0,87,75,4.1,0,53,0
EMP0435,56,Female,Bachelor's,Marketing,Specialist,Branch-CityB,30,32,7964,181,6,3,2.0,2,14,0,,59,68,3.7,0,32,0
EMP0436,29,Female,Bachelor's,Finance,Engineer,HQ-CityA,3,13,5149,74,2,3,,2,18,0,26.0,50,81,3.5,0,46,0
EMP0437,35,Female,Master's,Marketing,Senior Engineer,HQ-CityA,12,24,7529,187,3,3,4.0,2,16,0,25.0,96,65,3.8,0,56,0
EMP0438,26,Female,High School,Finance,Engineer,HQ-CityA,0,4,4780,24,1,4,4.0,1,21,0,12.0,58,69,3.2,0,38,0
EMP0439,56,Male,High School,HR,Analyst,Remote,24,33,7913,31,3,2,4.0,2,21,0,0.0,87,89,3.9,0,56,0
EMP0440,55,Other,Bachelor's,Operations,Associate,Remote,29,40,9754,181,4,2,3.0,3,12,0,0.0,84,71,2.9,0,52,0
EMP0441,40,Female,Bachelor's,HR,Engineer,HQ-CityA,14,27,7612,151,2,3,3.0,3,9,0,55.0,91,69,4.4,0,48,0
EMP0442,42,Female,Bachelor's,Marketing,Senior Engineer,Branch-CityC,15,18,6984,59,3,5,4.0,4,22,0,59.0,81,71,3.1,0,46,0
EMP0443,51,Male,Bachelor's,Marketing,Director,Branch-CityC,21,32,8527,40,4,4,4.0,4,39,0,26.0,41,58,4.4,5,35,0
EMP0444,56,Male,Master's,HR,Engineer,HQ-CityA,18,19,7364,130,6,3,3.0,2,10,0,33.0,42,52,4.9,0,33,0
EMP0445,31,Female,High School,Marketing,Manager,Branch-CityC,9,19,9729,6,6,4,1.0,2,41,0,49.0,82,74,2.7,6,55,1
EMP0446,35,Female,Bachelor's,Sales,Engineer,Remote,6,11,6164,187,5,3,4.0,3,13,0,0.0,56,66,3.8,0,43,0
EMP0447,49,Female,Bachelor's,Engineering,Associate,HQ-CityA,2,2,4662,33,2,4,2.0,3,7,0,29.0,76,68,4.5,0,45,0
EMP0448,27,Male,Bachelor's,HR,Senior Engineer,Branch-CityC,5,5,5316,26,2,3,4.0,3,3,0,,69,58,2.8,0,46,0
EMP0449,38,Female,Bachelor's,Sales,Director,Branch-CityB,5,19,7395,100,2,2,1.0,3,41,0,22.0,43,86,3.6,9,41,0
EMP0450,33,Male,Bachelor's,Finance,Manager,HQ-CityA,9,20,7152,79,5,4,3.0,3,24,0,42.0,61,59,4.3,7,35,0
EMP0451,55,Male,PhD,Engineering,Engineer,Remote,11,21,6424,150,3,3,3.0,4,6,0,0.0,43,90,4.0,0,43,0
EMP0452,59,Female,High School,Engineering,Analyst,HQ-CityA,8,22,7798,61,5,4,3.0,2,15,1,32.0,50,84,3.3,0,43,0
EMP0453,38,Female,Master's,HR,Specialist,Branch-CityB,11,18,6665,31,2,3,4.0,3,1,0,56.0,46,96,3.5,0,44,0
EMP0454,33,Female,Bachelor's,HR,Specialist,Remote,8,10,7031,162,2,1,4.0,2,39,0,0.0,92,65,3.2,0,48,0
EMP0455,23,Male,High School,Marketing,Associate,Branch-CityC,0,3,4550,148,5,2,2.0,1,17,0,33.0,69,69,4.0,0,45,1
EMP0456,59,Female,Bachelor's,HR,Associate,Remote,10,20,8412,123,5,2,,1,3,0,0.0,93,65,4.7,0,60,0
EMP0457,51,Female,Bachelor's,Engineering,Director,HQ-CityA,7,8,6085,62,1,3,4.0,3,8,0,45.0,66,98,2.8,9,47,0
EMP0458,22,Female,Bachelor's,Marketing,Analyst,HQ-CityA,0,5,4446,36,3,3,2.0,2,10,0,38.0,83,82,4.9,0,54,0
EMP0459,56,Male,Master's,Engineering,Manager,HQ-CityA,34,40,9527,148,1,2,2.0,3,35,0,22.0,76,75,2.5,8,52,0
EMP0460,29,Male,Bachelor's,Finance,Associate,Branch-CityB,8,22,8852,67,4,3,1.0,2,22,0,26.0,98,90,4.3,0,60,1
EMP0461,54,Male,High School,Sales,Analyst,Remote,12,18,6229,106,5,5,2.0,4,9,0,0.0,88,90,2.6,0,52,0
EMP0462,28,Male,Bachelor's,Engineering,Engineer,HQ-CityA,2,11,5781,158,7,4,3.0,2,3,0,24.0,87,61,2.6,0,57,0
EMP0463,36,Male,Master's,Engineering,Senior Engineer,HQ-CityA,3,8,5509,111,1,2,4.0,3,24,0,6.0,43,55,2.8,0,31,0
EMP0464,42,Female,Bachelor's,Marketing,Director,Remote,10,19,7274,182,3,3,4.0,3,37,0,0.0,89,66,4.7,5,45,0
EMP0465,46,Female,Master's,Sales,Analyst,HQ-CityA,6,13,6214,27,5,2,2.0,2,1,0,41.0,46,93,3.1,0,34,0
EMP0466,45,Male,High School,Finance,Director,Branch-CityC,1,1,4388,99,5,3,2.0,2,30,0,11.0,87,60,4.9,8,51,1
EMP0467,55,Male,Bachelor's,HR,Director,HQ-CityA,20,23,9112,164,4,2,4.0,3,15,0,15.0,53,58,3.1,3,45,0
EMP0468,28,Female,Master's,Finance,Director,HQ-CityA,0,5,4872,116,0,3,3.0,2,18,0,16.0,73,98,3.4,8,54,0
EMP0469,41,Female,High School,Marketing,Associate,HQ-CityA,7,15,7322,53,6,3,2.0,2,41,0,90.0,64,94,2.5,0,51,0
EMP0470,41,Male,Bachelor's,Sales,Specialist,Remote,3,17,6936,133,4,3,2.0,1,17,1,0.0,63,87,2.7,0,39,0
EMP0471,23,Male,PhD,HR,Manager,Remote,0,5,5929,127,6,4,3.0,3,17,0,0.0,78,54,2.9,6,43,0
EMP0472,53,Male,High School,Engineering,Analyst,Remote,11,18,6593,80,1,2,3.0,3,25,0,0.0,66,60,3.1,0,44,0
EMP0473,51,Other,Master's,Marketing,Associate,Remote,9,13,6482,183,5,3,3.0,3,25,1,0.0,77,50,2.6,0,47,0
EMP0474,58,Male,Master's,Operations,Director,HQ-CityA,33,35,10401,109,4,3,4.0,4,20,0,28.0,48,53,4.3,7,29,0
EMP0475,49,Male,High School,Sales,Manager,Branch-CityB,22,25,7655,115,2,5,4.0,2,12,0,52.0,59,51,4.9,4,34,0
EMP0476,58,Female,Bachelor's,Marketing,Analyst,Branch-CityB,21,21,7666,55,4,1,3.0,3,9,0,25.0,81,65,2.6,0,45,0
EMP0477,48,Female,Bachelor's,Sales,Specialist,Remote,8,18,7203,18,2,3,3.0,2,20,0,0.0,55,55,4.8,0,41,0
EMP0478,31,Male,Bachelor's,Engineering,Senior Engineer,HQ-CityA,4,7,4926,12,3,4,4.0,3,59,0,20.0,73,63,4.3,0,52,0
EMP0479,57,Female,PhD,HR,Senior Engineer,Remote,17,20,7019,94,5,4,3.0,2,9,0,0.0,92,80,3.1,0,46,0
EMP0480,47,Other,Bachelor's,Engineering,Associate,HQ-CityA,23,28,8823,126,0,4,,2,8,0,13.0,53,66,2.7,0,30,0
EMP0481,26,Female,Bachelor's,HR,Associate,HQ-CityA,0,3,4942,47,2,1,3.0,3,22,0,32.0,69,84,3.4,0,39,1
EMP0482,41,Male,Bachelor's,Operations,Associate,Branch-CityC,3,4,4462,159,0,3,1.0,1,6,0,66.0,57,52,2.7,0,42,1
EMP0483,22,Female,PhD,HR,Senior Engineer,HQ-CityA,1,14,6905,163,4,3,3.0,2,14,0,75.0,46,66,4.6,0,33,0
EMP0484,32,Male,Bachelor's,Sales,Director,HQ-CityA,9,20,8164,7,4,3,3.0,3,33,0,,84,67,3.2,4,53,0
EMP0485,43,Female,Bachelor's,Sales,Director,Branch-CityC,5,7,5669,192,4,1,2.0,3,13,1,46.0,59,91,4.5,5,45,0
EMP0486,26,Male,High School,Operations,Director,HQ-CityA,3,10,6508,113,1,3,2.0,3,18,0,45.0,53,63,4.8,2,31,0
EMP0487,59,Female,Master's,Operations,Specialist,HQ-CityA,4,14,5967,22,1,3,1.0,3,11,1,12.0,61,77,4.1,0,45,0
EMP0488,33,Female,Bachelor's,Engineering,Engineer,HQ-CityA,9,16,7570,186,2,3,2.0,3,43,1,7.0,98,72,2.6,0,53,0
EMP0489,48,Female,High School,Operations,Engineer,HQ-CityA,24,24,7902,164,1,1,3.0,3,17,0,33.0,70,97,3.2,0,45,0
EMP0490,31,Female,Bachelor's,HR,Specialist,Branch-CityB,5,17,7233,189,3,3,3.0,2,64,1,26.0,69,79,2.6,0,54,0
EMP0491,30,Male,PhD,HR,Director,HQ-CityA,0,3,4871,178,3,4,3.0,2,24,0,28.0,98,58,4.3,9,47,0
EMP0492,45,Female,Bachelor's,Operations,Director,HQ-CityA,23,33,10973,73,4,3,3.0,3,6,0,23.0,97,54,3.8,6,53,0
EMP0493,36,Female,Bachelor's,Sales,Specialist,HQ-CityA,5,10,5350,188,3,3,4.0,2,4,0,10.0,93,72,4.6,0,53,0
EMP0494,27,Female,Bachelor's,Engineering,Director,Remote,4,6,6127,182,1,4,2.0,3,10,0,0.0,71,67,4.6,9,42,0
EMP0495,29,Male,High School,Operations,Manager,Branch-CityC,6,16,8044,141,4,4,3.0,1,2,0,26.0,58,61,5.0,6,39,0
EMP0496,32,Female,High School,Marketing,Senior Engineer,Branch-CityC,1,3,4520,59,2,2,3.0,4,8,0,57.0,72,67,4.4,0,29,0
EMP0497,34,Female,Master's,Sales,Manager,Remote,1,11,5608,19,4,3,1.0,2,36,0,0.0,46,60,3.4,9,30,1
EMP0498,39,Female,Bachelor's,Sales,Associate,Branch-CityB,5,15,5952,160,5,4,3.0,3,21,0,51.0,83,75,3.5,0,56,0
EMP0499,22,Female,Master's,Marketing,Director,Remote,1,12,6594,51,4,3,,1,14,0,0.0,90,56,4.8,3,54,0
EMP0500,43,Female,Bachelor's,Operations,Manager,HQ-CityA,12,18,7966,172,3,3,4.0,3,7,0,51.0,42,98,2.5,5,40,0
EMP0501,28,Male,High School,Operations,Senior Engineer,HQ-CityA,6,15,7182,190,5,3,2.0,3,22,0,31.0,69,65,3.5,0,48,0
EMP0502,42,Female,High School,Engineering,Senior Engineer,Remote,16,30,8804,180,1,2,4.0,3,15,0,0.0,48,76,3.9,0,38,0
EMP0503,42,Male,Master's,Operations,Manager,Branch-CityC,8,11,5325,0,2,1,4.0,4,10,0,49.0,95,97,3.2,5,57,0
EMP0504,47,Female,Bachelor's,Sales,Director,HQ-CityA,9,15,7596,65,3,4,3.0,4,2,0,17.0,66,62,3.2,5,45,0
EMP0505,32,Female,High School,Marketing,Associate,Remote,0,11,6727,0,1,3,3.0,4,80,0,0.0,45,73,4.3,0,38,1
EMP0506,50,Other,Master's,Finance,Associate,Branch-CityB,17,17,7169,79,1,4,4.0,2,8,0,24.0,57,57,4.8,0,41,0
EMP0507,31,Male,Master's,HR,Specialist,HQ-CityA,7,19,6142,145,4,4,4.0,1,52,0,41.0,66,90,3.4,0,51,0
EMP0508,26,Female,Bachelor's,Marketing,Senior Engineer,Branch-CityC,4,5,4788,123,0,3,4.0,4,7,0,17.0,58,60,4.1,0,42,0
EMP0509,38,Female,PhD,Sales,Engineer,HQ-CityA,10,21,6779,50,3,2,4.0,3,9,0,50.0,47,78,2.9,0,38,0
EMP0510,25,Male,PhD,Sales,Associate,HQ-CityA,4,4,5283,53,0,2,,1,3,0,67.0,96,69,4.3,0,44,0
EMP0511,31,Female,Bachelor's,HR,Director,Remote,1,9,4562,140,0,2,3.0,1,20,0,0.0,76,67,4.3,8,45,0
EMP0512,56,Male,Bachelor's,Operations,Manager,Branch-CityB,35,40,11264,23,3,1,1.0,1,5,0,57.0,52,68,4.3,7,43,1
EMP0513,25,Female,PhD,Finance,Manager,Remote,4,9,5548,55,8,4,4.0,4,12,0,0.0,85,57,3.9,6,54,0
EMP0514,45,Female,Master's,Operations,Specialist,Remote,0,5,5599,85,5,2,1.0,1,19,0,0.0,46,96,4.2,0,38,1
EMP0515,50,Male,Bachelor's,Sales,Director,Branch-CityC,3,8,6344,14,3,2,3.0,3,30,0,18.0,78,61,4.0,2,49,0
EMP0516,58,Female,Bachelor's,Marketing,Associate,HQ-CityA,28,40,11853,5,6,3,2.0,1,7,0,29.0,78,66,4.6,0,42,0
EMP0517,42,Male,PhD,Operations,Specialist,Branch-CityB,11,16,6190,93,3,3,4.0,3,33,0,17.0,97,85,4.3,0,61,0
EMP0518,36,Male,High School,Marketing,Specialist,Branch-CityB,2,3,5590,170,5,3,1.0,3,23,0,68.0,88,61,5.0,0,70,1
EMP0519,33,Male,Master's,Finance,Manager,HQ-CityA,12,13,5906,194,4,3,4.0,2,17,0,16.0,71,60,4.9,3,41,0
EMP0520,58,Male,Master's,Engineering,Director,Branch-CityB,35,40,10588,199,5,2,3.0,4,35,0,55.0,90,98,3.7,4,59,0
EMP0521,55,Other,Bachelor's,Engineering,Specialist,HQ-CityA,16,28,7294,47,4,3,2.0,2,17,0,,78,90,4.4,0,50,0
EMP0522,56,Female,Bachelor's,Finance,Manager,HQ-CityA,28,40,12001,41,2,2,4.0,4,33,0,28.0,97,85,4.7,9,65,0
EMP0523,56,Other,Bachelor's,HR,Specialist,Remote,8,22,7871,190,4,2,4.0,2,24,0,0.0,57,92,3.3,0,47,0
EMP0524,22,Male,Bachelor's,Sales,Engineer,HQ-CityA,0,3,4785,62,2,3,3.0,2,20,0,71.0,83,85,3.7,0,47,0
EMP0525,37,Female,PhD,Engineering,Senior Engineer,HQ-CityA,3,9,5131,103,2,3,3.0,2,11,0,4.0,77,96,2.9,0,52,0
EMP0526,26,Male,High School,Operations,Analyst,HQ-CityA,0,1,3617,185,6,3,3.0,2,30,0,64.0,51,94,2.9,0,39,0
EMP0527,33,Male,Master's,Sales,Director,Branch-CityB,11,24,8378,10,0,3,3.0,3,41,1,14.0,98,50,3.8,5,43,0
EMP0528,33,Female,Bachelor's,Sales,Senior Engineer,HQ-CityA,12,21,6908,169,3,3,4.0,2,19,0,40.0,64,89,4.9,0,54,0
EMP0529,34,Female,Bachelor's,Engineering,Manager,HQ-CityA,3,8,5085,109,2,2,1.0,3,8,0,14.0,85,68,3.2,9,59,0
EMP0530,47,Male,Master's,Marketing,Specialist,Branch-CityB,14,26,7902,47,1,3,4.0,4,12,0,38.0,95,96,5.0,0,55,0
EMP0531,38,Female,Bachelor's,Sales,Specialist,HQ-CityA,16,25,8628,36,3,3,3.0,2,13,0,17.0,73,55,4.7,0,36,0
EMP0532,43,Female,Bachelor's,Marketing,Manager,HQ-CityA,22,32,8486,176,1,2,3.0,2,12,0,48.0,50,91,3.8,2,47,0
EMP0533,24,Female,Master's,HR,Senior Engineer,Remote,3,10,6062,27,5,3,3.0,4,9,1,0.0,65,83,4.8,0,54,0
EMP0534,38,Male,High School,HR,Senior Engineer,Branch-CityC,15,26,8660,186,5,3,3.0,2,23,0,25.0,80,96,3.4,0,61,0
EMP0535,52,Female,Master's,Sales,Specialist,Remote,0,11,5470,55,4,3,2.0,4,25,0,0.0,52,78,3.5,0,45,1
EMP0536,50,Female,High School,HR,Manager,HQ-CityA,9,9,6083,87,8,1,3.0,2,12,0,17.0,72,84,4.3,7,46,0
EMP0537,47,Female,Bachelor's,Marketing,Manager,HQ-CityA,20,33,9984,141,4,4,4.0,1,13,0,39.0,57,63,4.7,9,45,0
EMP0538,56,Female,Bachelor's,Engineering,Manager,HQ-CityA,4,6,3980,98,3,4,3.0,4,80,0,,54,74,3.8,2,50,0
EMP0539,58,Female,Bachelor's,Operations,Senior Engineer,Branch-CityC,6,16,6812,131,1,4,2.0,2,37,0,11.0,81,53,4.1,0,42,1
EMP0540,28,Male,Bachelor's,Finance,Specialist,HQ-CityA,3,11,6158,154,1,3,1.0,1,37,0,30.0,62,78,4.7,0,48,1
EMP0541,34,Male,Bachelor's,Operations,Manager,HQ-CityA,11,21,7231,0,5,3,4.0,3,37,1,32.0,97,81,4.9,3,55,0
EMP0542,40,Female,High School,Marketing,Analyst,Branch-CityC,10,13,6168,7,4,4,4.0,4,5,0,52.0,77,65,4.1,0,52,0
EMP0543,57,Male,Bachelor's,Finance,Associate,Remote,23,33,9656,19,4,3,4.0,2,8,0,0.0,75,66,3.2,0,41,0
EMP0544,32,Female,Bachelor's,Engineering,Specialist,HQ-CityA,9,10,6033,41,4,4,3.0,1,53,1,49.0,84,77,2.9,0,59,0
EMP0545,50,Male,PhD,HR,Specialist,Branch-CityB,21,22,6517,35,4,2,3.0,4,25,0,30.0,69,52,4.6,0,50,0
EMP0546,35,Male,Bachelor's,Marketing,Engineer,HQ-CityA,5,5,4723,88,2,2,4.0,2,16,0,55.0,96,66,2.6,0,52,0
EMP0547,23,Male,PhD,Finance,Engineer,HQ-CityA,0,10,5978,49,4,4,3.0,3,5,0,55.0,86,67,2.9,0,55,0
EMP0548,57,Female,Bachelor's,Engineering,Engineer,Branch-CityB,34,40,8569,197,3,4,3.0,2,33,0,47.0,60,55,3.1,0,36,0
EMP0549,48,Male,Bachelor's,Finance,Director,HQ-CityA,11,13,6501,159,7,3,3.0,2,8,0,,83,60,3.9,4,49,0
EMP0550,37,Female,Bachelor's,Finance,Analyst,Remote,7,10,5438,3,4,3,3.0,4,12,0,0.0,98,70,2.7,0,54,0
EMP0551,34,Female,Bachelor's,Operations,Manager,HQ-CityA,6,14,6345,80,0,4,4.0,3,72,1,1.0,73,82,2.9,7,46,0
EMP0552,23,Other,Master's,Finance,Analyst,Branch-CityC,1,4,4262,95,5,3,2.0,2,1,0,30.0,69,76,4.6,0,44,1
EMP0553,37,Female,Bachelor's,Operations,Director,HQ-CityA,5,8,5761,185,3,3,2.0,3,74,0,62.0,64,97,4.4,4,53,1
EMP0554,35,Male,Bachelor's,Marketing,Manager,Branch-CityB,2,16,6873,80,4,3,1.0,3,16,1,31.0,76,84,4.2,8,48,0
EMP0555,29,Male,Bachelor's,Sales,Senior Engineer,HQ-CityA,4,17,7574,37,4,3,2.0,3,13,0,18.0,84,74,4.6,0,50,0
EMP0556,32,Female,High School,HR,Manager,Branch-CityB,1,3,4741,186,4,3,2.0,2,51,0,24.0,67,58,3.7,2,40,1
EMP0557,51,Female,PhD,Sales,Director,HQ-CityA,12,21,8077,167,6,4,3.0,3,45,0,41.0,80,82,4.0,4,50,0
EMP0558,52,Female,Bachelor's,Marketing,Associate,Remote,1,10,6438,128,2,3,3.0,2,20,0,0.0,75,91,4.6,0,43,0
